문장,clean
아우저미친ㅡㅡ,0
작년에그렇게아묻따보지뽑으랬는데도정신못차리고쌍도틀딱이니뽑은것들때문에완벽한자지독재국됐노뒤늦게나마쎄한거눈치챈년들이라도끌어모아서좆불시위열어야된다이기재앙이탄핵시켜야되노,0
이목구비진한게왜인기없는지아냐김치년들지들이모두무쌍꺼풀인데쌍수해서나중에애낳으면무쌍꺼풀실눈을남편탓하기좋아서그래ㅋㅋㅋㅋㅋㅋㅋ순진하네한남들ㅋㅋㅋㅋ,0
근데이새끼들몸에서냄새졸라나지않냐,0
그리고일본페미가망햇댜는것도뇌피셜이지ㅋㅋㅋㅋ김치국보다앞서있노일본도페미의승리로고용차별금지법통과되고김치국보다봊성인권높은데김치국주제파악좀ㅋㅋㅋㅋㄴ,0
년간꾸준하게미혼모로활동할거같다홀트아동복지회될듯,0
지랄똥싸고자빠졌노이제껏몰카는남들일이었다가갑자기눈깔벌개서관음이노캬악퉷,0
아웅산수치지지한다개슬람은죽여도돼로힝야고투헬,0
아니시발동성애자들이티안내고있으니까호모포비아들이많지않은거지대놓고저렇게해버리면시발나라도존나동성애자씹극혐스킨헤드된다,0
종교로나라파탄,0
요새어떤멍충이가페미니즘이성평등교육이고옳바른성교육이라생각하나ㅋㅋ페미일베또는그보다못한어떤것이지,0
안가면될것을그것도이코로나시대에통화음성들어보면갑질도슈퍼갑질이더니만변명도이런변명이다있네프랜차이즈라고제제있을거같아글올린거같은데정말구차하고찌질하네요그냥오바해서죄송하다고하십시오,0
웅앵웅앵페미무쪄워용웅앵웅앵어휴ㅂㅅ,0
아니시발현실에선머구니창원이니이딴곳어디붙어있는지도모르는사람들이대부분인데제발서울부산빼고는동네이름쓰지마진짜특히대구개새끼들보면일부러지들동네홍보하고싶어함ㅡㅡ,0
어떤구멍이든맛만좋으면된다,0
예전에강남클럽에서웃통까는년중에는트젠이었음,0
형제간에성관계도성소수자인지코미디,0
뭐가맘충이야그냥및치ㄴ련이지,0
반대하는입장에서생각해본적이있는가평등법은절대평등하지않는법이다나라의미래를생각한다면절대폐지되어야할법끝까지반대할꺼다,0
한남군대동아리는좆둥이클럽이아니노탄알세면서좆전쟁소꼽장난이나연습하는좆둥아리유치원이노대마리화나나빨면서비웃어줘야겠노,0
다문화가좋은건어디까지나선진국받을떄얘기,0
전라도는과학입니다행님들,0
급식충들이일베코스프레하는거보면개패고싶더라,0
나먼저보지좀,0
모르냐우리나라는기업이왕이라는거다문화가정은지랄좆까고사실저임금노동자가이유지그래서개나소나불체자나다받아들이는거김대중각하는기업한테얼마나처드셧을까,0
진실은불편한법자연순리를따르지않고자기합리화논리로만세상을살다보면나락으로떨어지게되어있음동성애가말이돼ㅡㅡ,0
즌라도에선성희롱이아니랑깽,0
얼굴이개씹이면당연히꾸미는데많이들지근데그건남자문제가아니지시벌년아,0
시발지금조선반도주류가누군지아냐,0
순간잘못읽은줄알았다씨발애새끼들사상주입하는데불을키고달려들고있네빨갱이새끼들,0
내가그래서자집이쓴책안본다이기야영양가도없고불매하는것도있지만예시문이죄다여혐이노이기좆팔여자가무서워서어떻게든깔아뭉개려고애쓰노문,0
맘충을이루고있는어머니상은빼도박도못하게가부장제에복속된존재다전복한다해서자지들에게위협이될수없노,0
한남자연스러운성형힘조티나면ㄹㅇ성형한괴물같거든성괴,0
다문화엔좌우가따로업땅게요ㅋㅋㅋㅋㅋ,0
니들이민전에오늘러시아페널티뻥카날린새끼가빨리크로아티아로난민신청하고귀화하는게먼저다,0
얘누군데,0
홍어사냥꾼슨로운지운지열매노피,0
개독들은병걸려도치료안하겠네그분곁으로가니까오,0
음저새끼들인구증가때문에개슬람자체랑전쟁날거같애,0
얼마나좆국에서여자를후려쳤으면저런기안내나는냄져를만나노는내인생을구했노,0
전형적인한남이노,0
말못하는애새끼들도이쁜애잘생긴애좋아하는데ㄴㅋㅋ,0
지들끼리후장에박다가에이즈걸려서뒤지는한남똥성애는한남들빨리죽으니까이득인데젠신병자들은보지한테피해주니까존나싫음,0
짱퀴벌레새끼들결국엔동북공정성공했네조선족멸족하고조선족이랑한국인들이간질하고연변꿀꺽,0
자댕이이제와서공정수사하는척놈딱어이없노ㅋㅋㅋㅋㅋ경찰에도보지카르텔필요하다이기,0
충수준답은콘솔이다,0
대가리깨부수고싶네세금으로먹고사는탈북자들새끼들이배따닷해졋다고지가버린고향편드노ㅋㅋㅋㅋ,0
모든걸포노로보는좆병신들이너무많다이기유사인류수준참ㅋㅋ빨리여성해방돼서자집들다족쳤으면,0
대구거주하는노인평균수준,0
고졸도못한새끼가당연히면접떨어지지정신병자새끼,0
ㅋㅋㅋㅋ논리보소정조역할에여자안뽑아주면성차별이라고할기세네ㅋㅋㅋㅋ,0
세금도안내는것들이국민의세금을좀먹고다닌다다른사람피해주고조센진개독교목사재산을몰수해야한다,0
일베나트위터등에몸까는새끼들대부분이스폰구할라고그러는거다,0
유일신을믿는개신교는어느종교하고도화합할수없다개신교가득세하면할수록종교전쟁은필수이다,0
쌍도깔만하니까까는거지쌍도는까면안되냐꼴리는데로홍어까듯이쌍도까는거지야갤유행어가떠오른다명불허전홍통일체,0
정게틀딱박사모들워마드보빨한다고페미니즘옹호하기시작했다,0
제발좆같은중국망하게해주세요,0
미국을왜헬조랑비교하노거긴최소여자로서당하는위협은여기보단훨씬적다이기야ㅋㅋㅋ여긴개미개국이고,0
조금만검색해봐도시기가안맞다는거알수있는데선동되는것들은무뇌충이지,0
남녀관계폭행은초범에골절이나영구장애안생기는범위안에는훈방때려야저년들이한대씩처맞어본경험이생겨안깝치지남자한테,0
병신들이순신도충남아산출신이다어휴라도수준하곤,0
어디갓니자칭중립자칭합리적보수버러지들어디갓니,0
여성스러운섹희들은다그런게냐정신차려라제발혐오가아닌니들만의세상을열어갈려멵그만큼의노력을해다오,0
진짜지들이애기건들생각좆도없는범죄유혹으로부터자유로운인간이면저딴소리할수가없지않노한남이아무리한남이라지만후팔ㅋㅋㅋㅋ저건ㄹㅇ그냥지들이나도언젠가당할일이라며피해자꽃뱀만들고가해자에빙의하는클라스자혐풀충전하고감니다,0
맘충들덕에저이모티콘보면기분다운됨,0
페미특못생김,0
실화냐후팔후팔후파아아아알,0
하참나저런새끼들은진짜저새끼고향이랑전국에면상을뿌려야됨,0
저기위에여자가어디있노전부남자아니노내눈깔이타락했노,0
메갈을보고나라가망해가고민주당과경향은아니란걸깨달았다,0
ㅅㅂㅅㅂㅅㅂㅅㅂ,0
지금까지훈련끝나고당직끝나고같이샤워했을병사들진짜줫같겠네ㅋㅋㅋㅋㅋㅋㅋ와ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
개판친거수습하다임기끝나겠노,0
워마드를누가페미사이트라말하노페미는이미온갖꿘충에먹혔노만만한게여자라젠신병자며게이며다들러붙는데후팔절대안되노,0
우리일반국민들은성정체성혼란을정말원치않습니다,0
에휴급식충새끼들저런새끼들밥도아깝다,0
허구언날보지가어쩌고자지가어쩌고하는니들하고똑같은데뭘ㅋㅋㅋㅋㅋㅋㅋ,0
언론에서도동성애에대해더자세하게알려줘야합니다동성애는인류애가결코아닙니다,0
가랭이에쪼그만똥달려있다이기야,0
뽐뿌남커뮤노워마드주소는무서워서안써놨노ㅋㅋㅋㅋ주소좀써주려고들어갔더니죄한남댓글이노,0
대물림명성교회사건을보면북한김일성일가와똑같다누가그좋은것을그냥주려고하겠느냐면단위에도교회가개정도된다너무많다,0
급식아니랄까봐절을못함,0
한국남자안구적출,0
너무멀어저번에노변동에뿌린놈은뿌리라는과자는안뿌리고오나홀이나뿌리던데걔랑너랑바꼈으면좋겠다,0
판아월급으로똥이나사무라,0
조선족새끼들음식점위생알제,0
민증이아직발급되지않은상태라면당연히스스로자제하고판단해야지성인이그것까지물어보고다니냐,0
이건개독교인이문젠거냐전라디언이문젠거냐헷갈리네,0
예전갤플에시위가는사람게시물은아묻따워추박기로했었노,0
와진짜새누리통수오지네,0
전라도는볼수없는글입니다,0
후벌창이라고해야맞다,0
헌금이하나님을위해사용하는거냐교회가사용하는거지이상한교리로성도들돈가로채지마라,0
야이ㅂㅅ아반일우파다ㅂㅅ아우피의근본은우리나라를사랑하는애국심이있어야한다근데다른나라도아니고식민지배했던일본을처빨아댄다그냥조선족빨갱이새끼라고보면된다,0
자지는역시언제봐도미개하게생겼노다컷팅하고단체화형식해버리고싶노,0
적화통일해서맘충자식새끼들아오지탄광에취업했으면좋겠다통일을응원합니다맘충시발년들아,0
전라도틀딱은죽여두됨ㅇㅇ,0
남재준후보님유세할때대변인했던이애란박사님같은분이지극히정상적인탈북민이지,0
일베갔으면됐지욕심이많노,0
영자가틀린말한거없는거맞음한국사람들이좆족짱개라고하는건짱개국탈출해서한국이나그외지역에기생하면서똥물퍼뜨리는새끼들은얘기하는거지아화교새끼들포함,0
정상인애들은잘만남자만나고댕기던데쿵쾅이들사랑못받아봐서오또케ㅠ,0
운지왕이라면서왜운지안하노ㅋㅋ그와중에창조주가사준내복입고찍은거보소ㅋㅋㅋ,0
차별금지법을막는게진정으로성소수자들을위하는거란걸모르시나요그들을정죄하려는게아니라죄로부터깨닫게하려는겁니다천년동안변하지않았고앞으로도변하지않을성경의진리를왜곡하지마세요,0
이젠가해자실명도안밝히네말고라하시죠,0
문장잇지를못하노,0
무슬림이테러하고무슬림은무시하고,0
한국여자는다김치녀라는말은잘하다가한국여자는다메갈이라는말은곧뒈져도안함ㅋㅋㅋㅋㅋ김치녀김치좆이못가져서짜증냈던여자,0
지들을코르셋흉자라고했다고화내는거다익이코르셋흉자소리들으면열받아한다익이역시ㄹㅇ좆빨러탈출은지능문제,0
홍어가몸에좋고맛도좋당게요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
늙은한녀는싹다죽여서돼지사료로나써야함,0
맘충년맞아요언냐보짓물왈콱하고싶어서글썼는데눈물왈콱쏟겠노ㅋㅋㅋ,0
저렇게까지해서쳐먹는건뚱뚱한몸땡이아니노한남가축보다못한듯,0
충성충성이지랄하는심리자기를약해빠진병신이라인식하고있으며,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ씨팔맘충이마누라면남편새끼하루에도몇번씩사과해야됨,0
외국인을없애자외국인을없애자한국에는한국인만남기자,0
김치년들개좆같거다아는데인간적으로짱깨년쉴드는치지마라중국인들종종보이네중국남자들도거르는짱깨년들을ㅋㅋㅋ중국인이랑결혼하면애새끼도짱깨화되어서민도낮고중화사상좆됨마인드는스시김치짱깨순,0
페미랑개독이랑같음존나강요함,0
저씨발개홍어니미좆같은년얼마나한국이우습게보일까씨발후라질년,0
이단수쥰ㅋㅋ,0
이상황에지들아웃팅당할까봐동선공개하지말라는건가놀랍네몇몇게이들,0
로봉순매니저한테모텔에서따먹힘ㅋㅋㅋ매니저가모텔대려다주고나갈렜는데로봉순이옷벗길레아대주는건가보다하고따먹었다함ㄹㅇ인방갤에글쌈,0
개인의성격을성별에의한걸로보다니수준ㅉ,0
자이제해외로시선을돌려주세요독일에서는해는여자고달은남자책걸상같은사물에도성별이붙습니다이거분명성차별일텐데요진격하셔야지요,0
아다창련이나가신다길을비켜라퍄퍄퍄,0
좀꺼져라개슬람씨발년들아,0
극우틀딱들관심없음ㅋㅋㅋ,0
잘했다세상에쓸모없는생명이줄어들었구나니가큰일을했다,0
유리천장만드느라애쓴다여자는이것도못하고저것도못하는존재들이구나,0
개독지하경제다합치면금융권은행하나만들수있을거다불법매춘도박마약합친시장보다개독교규모가더커핵심은과세가아니라투명성인데저건죽어도못할걸ㅋㅋㅋㅋ,0
미친놈아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
트랜하고함해봤는데색다르긴해도그놈거시기가내몸에비빌때느낌이넘역겨워또거시기가내꺼보다훨씬커서당황왠지내가먹힌느낌이,0
하여간헬조센개돼지들남한테앵나관심많노ㅋㅋ,0
존나간담이서늘하네,0
틀무새글은조회수에추천수로도많이올라오는데뉴비노그거다얘네들임매크로랑,0
퀴어들이근데왜좌파냐페미들은사상자체가사회주의자들인데퀴어는그냥정신병자들인데,0
개독ㅉㅉㅉ,0
목사들은보면신은없다,0
병신일본새끼들은사이코패스기질가진언제통수칠지모르는정신병자민족들이다ㅋㅋㅋㅋㅋ중국은우리에게문물을전해준어머니같은나라고일본을믿느니중국을믿는게백배는더낫지,0
조임지렸다구멍이한남에게딱이노,0
통일부여성가족부는없애야할부서들,0
진중권니나페미해라페미는정신병임,0
무조건반중하는쪽뽑고싶지만그런새끼가없는현실씨발얼마나받아처먹은거야개새끼들,0
요시북에서알아서게이들산업화시켜주노ㅋㅋㅋ병신북괴들이건예상못했겠지,0
네다쌍ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
남자들은메갈이랑꼴페미를너무사랑하네ㅋ,0
그러게말이야ㅅㅂ,0
남창도도도해야돈번다ㅋㅋㅋ,0
저런게민원인한테는오죽하겠냐마인드안봐도비디오지집에서도보통한두살만많아도쓸데없는일시키면서반말조또많이하는게일싱다반사인나라에서저런건동영상외부누출한거정보위반으로짤라야함,0
모래알뭉친거지딴건몰라도게이들박쥐같다고바이좋나싫어한다바이애들도이거알고이반좆나싫어함,0
쉽게말해라천주교좌빨기독교우파전쟁이라고,0
페미니즘은더욱철저히짓밟아서다시는싹트지못하게해야한다코로나만큼이나사회를병들게하는아주못된사상이다,0
주님개슬람옹호하는이쓰레기들을용서해주세요이새끼들은지들이뭔죄를짓고있는지도모릅니다,0
전세계개슬람들의표적이되면어떤기분일까,0
존나박혀서고소각재는데박은새낀뒈져버리고보지만중고보지불보지로남아버림ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
버니썬에도빨갱이가있네,0
남성도페미일수있고오또케오또케할수있습니다남성은취업대상에서도배제시키는마인드그게바로성차별아닐까요,0
그저말잘듣는일본따까리나라아니냐저런반일을부추기는조선놈들선동을조심해야함,0
노링크ㅈㅎ,0
한국은왜케사기꾼목사가많은거냐에휴치안만좋을뿐이지사기는세계위,0
그와중에도부자냄져랑결혼한여자눈꼴사나와서못봐가지고김치녀라고존나까댐시발번탈자짓놈들이ㅉ영앤리치핸섬여자한테헌신하는자댕이한테결혼해도손해인거슬,0
보지민국하루이틀보냐대신보지년들의무는남자들이독박쓰고청춘허비해야하지여자는약대남자는군대,0
메갈사실상딴나라전라도급,0
맞구만대까지는그냥발정난짐승임,0
차별이아니라성소수자국민의한사람으로이사태에임해야지성소수자는대한민국하고관계없는인간들이냐이러니니놈들이게이라고욕먹는거야,0
와진짜집안에저런개집냔하나있으면답도없을듯연끊는것이정답이다,0
남자며느리가생기는사람있겠네정녕결코망하고망하리라정신차립시다올바르게살아도힘든세상인데,0
법이허용한다면제가저미혼모를마구때려숨지게해보고싶습니다될까요,0
복무중인여군은뭐임여군도성전환하면강제전역당하나ㅋㅋ그런웃길듯ㅋㅋㅋㅋㅋ,0
빨갱이는그냥죽여도됨,0
싸이코패스네,0
꼭벌을주세요이기회에사이비들잡아서없애요,0
길가면서똥남아보이면돌집어던지자,0
고인의삶은안타깝지만끝까지좌파정치에이용당한건모를듯,0
개쌍도진짜겁난다나도길가다가사시미질당할까봐열라설레이는맘으로부산을돌아다닌다,0
펜분리드립치는새끼들똥꼬에다펜쏙박아버리고싶다,0
게이는되는데레즈는안된다니새끼들이중성쩌네ㅋ,0
하나물면우르르몰려들고난리피고나이들처먹고진짜잘들논다,0
난저거구란거지금알았다시발저거땜에우리나라내에서도큰문제였고대외적으로도한국식품에대한안좋은인식을심어줬자나,0
멍청도는까지마,0
저정도면한국에서검소한목사지ㅋㅋ한국목사들외제차끌고다니는지연봉몇억인듯생활함,0
메오후쿰척쿰척,0
응좆까,0
페미니즘이나기독교나천주교나똑같은정신병이지판타지소설이랑현실이랑구분못하는게정신병이지그럼뭐냐의게이들등판안하노,0
한국인들이한남에게당하고산다는뉘앙스로말하면ㅎㅌㅊ되노어차피걔네아시아여권좆창난거다아노한남실체뿐만이아니라내가복수해줬단식으로추가적으로말해야쟤는그냥당하는년이아니구나보복이라도한다는이미지를구축할수있다이기야,0
그러게요무슨상식으로이혼란의시기에퀴어축제를개최한답니까당신들의뇌는안녕하십니까,0
나웜창인생인데왜이거처음보노앵나면상갈렸노,0
여자들이돼지면여자라고칠수가없음자기관리를못하면인간이하슨,0
교단재판국이놈들국은제데로끓일줄은아나별개나부랭이들목사나자식이나그것들다,0
보통차있으면차네비찍지않냐ㅋㅋㅋㅋㅋ이새끼뚜벅이임ㅋㅋㅋ,0
보지가통장아닌가ㅂㅈ가없냐,0
무지개를거기에그려넣지마라동성애가죄라는것을스스로인정하는무식함의극치다,0
더웃긴건개독교교리상목사좆구멍에십일조니감사헌금이니축복헌금이니돌헌금이니건축헌금이니주일헌금이니선교헌금이니대략지월급프로이상을쑤셔다받쳐야함ㅋㅋ목사는그걸로또창녀에게유흥즐기고일석이조ㅆㅅㅌㅊㅋㅋ,0
보력가라후팔몰카한남충재기해,0
난이기자하고동성애자들싫다나도이제유명해져야겠다,0
어차피남자가없으면여자고남자고페미니스트고아무것도없어질거다페미니스트니들도아버지어머니사이에서태어난거지아버지없었어봐너희존재자체도없는거야,0
밸런스조절을위해서불호ㄷㄷ청국장냄새에밥상앞에앉기도전에입맛뚝떨어짐굴냄새역해서입에넣을생각도없음아까운달걀그냥후라이를하지ㅜㅜ참치한캔뜯어야겠네,0
미개한새끼들이라좆도아닌거에집착하노ㅋㅋㅋ자고있을때자른건빡칠만하긴한데수염이명예ㅋㅋㅋㅋㅋㅋ,0
정확히는즌라잼민이잖아,0
그만좀살려ㅅㅂ놈아,0
모르는데왜나대냐,0
우리창조주저기나왔는데개독충에코르셋노답,0
인류그자체고자지는솔직히요즘시대엔멸종하는게맞다고본다이기야,0
사스가똥꼬충클라스똥,0
개독씹새끼들총출동했네있지도않은사막잡신야훼씹새끼믿는졷센징수준졷센징들있지도않은단군믿는거랑개독새끼들있지도않은야훼믿는거랑다른게뭐냐,0
조권존나역겹긴한데근데저런거밀어준다고게이아닌사람이게이가되냐,0
염색체만여성인년들이가입하는데잖아,0
뭐이런좆도아닌사진올려놓고썰풀고있냐,0
기자가쓰레기수준이다명대상자중범야권후보가명인데당연하야권후보의지지율합계가더많겠지국민을바보로아는구나,0
그건니문제인것같은데니가만나는사람들수준이딱그정도인거임,0
한국남자들은기가너무쎄서문제전지구적으로제일기쎄면서성격좆밥같고못생기고자지도작고여자한테배려심도없음ㅎㅎ,0
뜨거운녹차가눈에들어가서눈실명되면소송해서돈받아낼듯,0
노조는사회악이다,0
말로는뭘못하나ㅋ역겹기그지없음,0
한남은진짜재기가답이다,0
이렇기때문에전라도사람들을싫어하는어른들의말이더신빙성이있다는거다왜냐면시에거주하는홍어는상대하지못했지만상경한홍어들을직접겪어봤기때문에전라도사람을욕하는거다,0
경상도씹새끼들실망이다,0
군대초반에는아무생각없다가군대끝자락에일찍군대온거존나후회했는데시발ㅋㅋ,0
동성애자차별한적이없어요신찬지도차별한적없고왜이걸굳이법으로만들려하나요그렇게할일이없어요신천지나동성애자들이나그냥불쌍한사람들이죠이걸이용하지마시죠당신들이뭘하고싶은지아니까욧,0
ㅋㅋ난또다른지역에서전문시위꾼들이왔다는논지인줄알았는데이건뭔ㅋㅋ,0
유충낙태에티켓쫌,0
살남꿀팁글참고해서살남해라그럼보험금안뺏겨도되노어디자지가보험금을받아,0
짱골라베트콩재현하ㅋㅋㅋㅋ짱깨새끼들이동남아에서하는짓만봐도뻔한데친중정책하는좆반도클라스키아,0
내가겪어본전라도홍어들보면그런것같다초보사기꾼전라도홍어들은사람데리고가스라이팅하듯사람심리를계속알려고함질문도자주하고말도많음이주귀챦게함,0
부랄찜부랄전골부랄볶이,0
부러우면지들끼리기차놀이나하던가재기따라가면되는데도퇘남새끼왜사노,0
적폐청산의최종단계는해당종교믿는사람들의자체정화인간의의식에지대한영향을주기에,0
다문화가노무현급이노사스가레이디무현,0
안은시궁창,0
캣맘충들유튜브에서도영상올리더라사람들몰래새벽에활동함개병신들,0
차별금지법은망국의악법입니다,0
간첩새낀데딱봐도빨개이섀끼,0
딴거다필요없고여성의권리를위협하는성별변경에반대한다ㅋㅋㅋㅋㅋㅋ여성의권리ㅋㅋ어휴펨나치들ㅋㅋ성별이벼슬이냐ㅂㅕㅇ신들ㅋ,0
진심이자스민명치삼일한하고싶다,0
나영국게이인데클럽을가도펍을가도죄다중동세끼들이다,0
진주출신인데경상도아저씨들정직한편인데말많고오지랖뒤짐지나잘살지서울올라오니아저씨들조용해서좋은데길돌아감근데요즘엔네비키고가니그런일거의없더라,0
아직도시진핑좆빨아주는요씹새낀정체가뭐냐,0
존나게홍어쉐리들많다안그런척하면서은근홍어쉴드치고상도깔때는존나앞장서는ㅋ세대서울경기경상도권에사는혼혈홍어인듯,0
서울은서울이여니가사는동네가홍어밭임,0
너하나때문에다른군인들이얼마나불편하겠냐오ㅐ자꾸그러는거야다른군인들은뭔죄임,0
양키꺼만보는놈말하는거다,0
인도는불교라는종교때문에망할것이다이런심각한사태에도답이없다저렇게도못깨닫나,0
호식이둘이서호식이두마리치킨먹고후장칙칙폭폭놀이하다가한강가서재기하면되겠노,0
왠빻은타코야끼가지손가락빨고있노좆국철에사람한테감히말거는장애좆들흑좆나많노배때지깔푹찍해줘야하노오,0
광주민주화시키러가노ㅋㅋㅋ,0
이런사람이국회의원을하고있다는것절대로찍어주면안될사람,0
요즘급식들개나댄다ㅅㅂ놈들이아누가정의구현좀해줬으면,0
가톨릭은저씨발급진좌빨정으구현사제단때문에망할듯ㅋㅋㅋ의경때강정마을지원갓다가사제수녀들꼴값떠는거보고냉담한지십년됨ㅋ,0
못생겼으면가만이있어도기분나쁜데굳이,0
ㅋㅋㅋ존나게반일반일해서사카이측에서한국발매안하니개지랄발광하던나매충들이생각나네,0
저런교사들이전부이정부들어서존나설치는중문제는없어질수가없는게성인지예산인지수조가돈이들어가서여성단체가계속재생산중,0
그냥하느님한테돈주고치료받으세요헌금으로,0
그럼명절안챙기냐ㅋㅋ패륜돼지ㅋㅋㅋㅠㅠ,0
글쓴새끼홍어틀딱,0
그래서오히려정상인을역차별하자는거야싫은걸싫타고하는게민주주의야외국도성소수자를다이해해주지않아다름을인정해야지정상인을바보로만드는법을왜만들어,0
나도훈련병떼내꼬추빨아준애있엇음그뗀자위안한지주넘어서나도미찻는지그냥빨렷다정액도존나만이싸고ㅋ,0
국자성님항상응원하노한남자지들죽어,0
쌍도가또,0
한남충,0
어서어서하나님곁으로가도록치료해주지마세요그렇게원하는데정신이상자들,0
돈ㅈ랄도가지가지네그전에그거산다고부모삥오지게털어놓고본판불변의큰깨달음에포기ㅋㅋ,0
한남비만율이높아서뚱뚱한게디폴트라그런지뚱남이란말진짜잘안쓰노뚱남많이쓰자,0
단순히소수취향의문제만이아니고하는행동이상식에서벗어난피해행동이많은데정상집회라고이렇게포장하기에는무리가있지않나본인들도좀자중하지참,0
역으로남초가서지은이형야동합성하고성희롱하고악플다는남자들신고히면한남들다고소당할거노ㅋㅋㅋㅋㅋ,0
울산에서노팬티여자본적있다식당입구에서두세번째정도입구에들어서면그여자다리가정면에서보이는위치에앉아있엇는데미니스커트에ㅉ,0
동성애물리치료사는있는데무슬림물리치료사는없노,0
달달한차이나머니그립겠노아마외국인이백퍼당원일꺼다,0
한국교회는다사이비다목사들은돈때문에하는사탄,0
ㅂㅅ들그니까왜다른신의영역에가서예수만세를외쳐예수도돈벌어먹고알라도돈받아먹는밝은세상을만들자고,0
예수가얼마나악랄한새낀지즈그들만모름ㅋㅋ,0
ㄴㄴ오우예지력상승이래완전아줌마냄새그거한년전에쓰던말인데,0
조근조근하게꼬무룩시키는건머고자지밟펑시키면됨,0
토착왜구새끼들부터제거해야바른사회된다,0
어유냄새난다진짜이제걍노가다베스트저장소다된것같다진심으로ㅋㅋ한두번이어야적당히웃기지뭔매번김씨드립아니면노가다얘기만판치네틀딱쉰내도오지고,0
동성애가보호권장해야할사항인가동성애를법적으로보호조장하려는포괄적차별금지법절대반대,0
정신병꼴페미나치빨갱이,0
근데로리대장변호인이여자고ㅋㅋㅋㅋ믿을사람한테맡겨야지ㅋㅋㅋ,0
애미디진똥꼬충들진짜,0
김치녀보다더악독하다새끼낳아놓고아다라고우김그거믿어준요셉도참호구,0
맞노시골이밤엔껌껌하고돌아댕기는사람도없지주변에논밭많고산도가까이있지자댕이하나죽이고묻기에제격이노,0
봊빵은왜없냐성차별하네시발년들이,0
저것들은왜구종자다사람아니다,0
저거짱꺠마인드인데가진건쥐뿔없으면서자존심똥꼬집,0
종로에이스실화였노,0
대주러간거야,0
똥남아랑엮이지좀않았음좋겠다우리나라,0
여자들이입는원피스지퍼가뒤에있는것도개좆같다는거,0
린정하노한남들빡머갈후드리챱챱뽀개버리고싶노,0
명이나물씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
하기사둘째고모랑망혼한좆편도뉴질랜드에서영주권까지딴한남새끼였는데굳이고모갈아서펜션에서놀고먹는것만봐도한남들수준알겠노ㅉㅉ,0
향우회가죽어야나라가산다나라망치는호남카르텔,0
돌대가리리고놀림받아도아무렇지도않겠네요겨우본인의역령을머리가나쁘지않다는걸증명하게위해서낭비하진않으시겠죠돌대가리야,0
목소리성형가능하다다만너무비싸서금수저아니면못한다고봐야지트렌스젠더는진짜피해만안주면상관없는데나중에남편될분부모님이받을충격과분노는상관안해줄수가없다자기부모도마찬가지지만,0
윤미향저년중국으로튀기전에샅샅히털어서감옥에쳐넣어라죄질이매우나쁘다이제의원도아니니까불체포특권도없잖아,0
중국다됐네ㅋㅋㅋㅋ관제데모지멋대로켰다껐닼ㅋㅋㅋㅋㅋㅋㅠㅠ씨발환구시보조선어판곧나올거같다이기,0
칭기즈칸성님은개슬람새끼들한톨남김없이조졌는데칭기즈칸후손인우리는왜그렇게못하냐,0
어나아는놈이다더러븐놈이라소문내고싶은데소문내면나일밍하는거라어떻게주변에알려야하지,0
사실상여자가남자를이길수있는신체활동은섹스뿐ㄹㅇ,0
ㅂㅈ는양성애자지레즈란건없음자지박히면다좋아함,0
개슬람버린거같아서좋네,0
미친개씨부럴같은새끼저런게정칠하니이꼴나지,0
ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그피싸개들이싫어하는빨간줄두줄그어라이기야,0
진짜인종정리그리고국가정리좀해야할듯한국인은포함될라나,0
친일파처단이용하는애들보면야권애들이더많더라ㅋㅋㅋ친일파는처단해야되지만그렇다고친중할이유는없자나개같은짱깨랑친중파새끼들아,0
숨쉴한ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀엽노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그러니연애못하는겆ㅋ병신,0
