문장,clean
참 길게도 썼네요,1
걍 이 시극에 모인것 부터가 잘못인데,1
이거진짜 명작이지..........,1
노오력해서 길고 얇게 반죽했노 ㅋㅋㅋ,1
설현스타킹 헠헠,1
뉴스 조회수 올려줘서 기자들은 개꿀임,1
"신은 없겠지, 아직까지는... 적법절차도 없이 사람죽여대도 최고자리에서 호의호식하는 것 보면...",1
10년전 아니냐,1
서도 도와주는거 좋은데요 괜히 도와주다가 피해입으면 그건 누가 보상하죠? 그여자분이 하실건가요?그냥 경찰에 신고만해주고 끼여들지 않는게 제일 좋은 방법이죠.,1
모두가 정부지시에 적극협조 하시요. 이어려울땐 다갔이 극복합시다,1
래퍼라서 그런가 글을 잘쓰네,1
풉 어이재기,1
멋진녀석 부럽다 너가,1
마지막 관문 넘는거 놈딱 기다려지는 쀼젤이노^느^,1
이년 앵나 다 떠먹여주노 하고왔다이기 양심에 손을 얹고 가라이기 지나치면 안되노,1
이거 경찰서에 고소해봐 딱집어서 어떤 반응이 오는지. 안된다고 하면 검찰가서 검사한테 부탁해 기소해달라고,1
중국군은 ak가 제식소총이아니라 QBZ-95인가97이라고중국자체개발 소총따로있다,1
김구라 젊었네 ㅋㅋㅋ,1
갖다 붙이기는 ㅋㅋㅋ,1
역시 편돌이로 썩기엔 아까운 인재야,1
저러다가 피해자 나오면 입 싹 닫을거노 제주도 아기천사들 봊나 위험하노,1
지금은 아이들이나 고령층을 위해 모두 조심할때 성소수자 아니어도 비난 받았을듯 해요 등교 못하는 아이들 치사율높은 고령층 좀더 내아이 조카 부모 조부모를 위해서 참았어야지요,1
하나은행 swift code 구글링 해봐라 이기,1
에이즈에 감염될 수 도 있는 상황에 환자의 생명을 위하는 수동연세요양병원 의사와 간호사님들이야말로 진정 인권을 위하는 분들이네요!! 존경합니다,1
한분 한분 이렇게 가시는데 기독교가 얼마나 더 더러워 질련지...,1
서로. 매여. 있는게.,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ으리!,1
저런글 보면 항상 댓글 작업도 같이 하는거 같더라댓글보면 항상 1페이지에 옹호하는 댓글달리고 반박댓글에는 욕달림ㄷㄷㄷ 진짜 정체가 뭔지 볼때마다 궁금하다이기,1
어디 최씹니꺼,1
2D로 대동단결,1
이거보면 코로나사태가 신이 없다고 반증해주는것 같다,1
자게에 보놀만 있는게 아니라 카테고리 여러개 있노. 니가 자게 전체로 설정해놓고 봐서 그런거 아니노?,1
2010년 주화,1
유럽은 그냥 장악 당하겠다 ㅋㅋㅋ,1
시민들 지켜보는데.. 울상짓고 행동이 흐트리지고 그러면 안된다는...... 미국 유럽문화에서는 동성애 트랜스 잰더등등 자연스럽게 접하는데.. 관념의 자유 추구하는 미국이 부러울정도라는..,1
테사크 장군님 그립습니다ㅠㅠ,1
은근 커여움,1
우와... ㅋㅋㅋㅋ,1
슨세 ㅋㅋㅋㅋㅋ,1
넌 왜 낮2시에 올라온 2화를 이제와서 올리는거냐?,1
8명의 캐릭터를 일일히 입체적으로 표현하기에도 시간이 부족해 보였노.,1
제너럴조 성님의 환생인가?,1
동의헙니다,1
질문하는거 찍어서 올리면 천베 예상,1
옥자환은 어떻게 착용하냐,1
생태계에서 가부장제란 바이러스라는 걸 증명해주는 예노 ㅋㅋ,1
매브니 열려라 제발제발제발,1
니가 먹을 밥이다 이러고 와서 저러고 있을걸 위에 솔의눈 붓는거로 상상해 보았을때 ㅇㅈ...,1
황폐해진 세상과 마음의 복음이 푸른 숲을 이루길 기도합니다,1
너 진짜 멋있노. 너 덕분에 나도 용기를 얻었다이기. 나도 조만간 행동하고 인증하겠다이기,1
헐 우리 마누라 닮았는데;;,1
5번이 1번되어야하는거 아니냐 솔직히?,1
집에서 기도하면 기도빨이 안먹히나욧,1
오만국제여자마라톤,1
저 많은 수류탄은 도대체 어디서 나온 거냐,1
휴 고득점이라 다행이다,1
자원? 수지타산 안맞아서 캐지도 않는 철광석같은것도 자원이라고 쳐주나요? 지금이 중세시대였나? 철광석이 그렇게 가치가있게? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 텅스텐이나 철광석은 후진국 아닌이상 캐봤자 돈도안되는구만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
뜻을 생각해보면 어머니 본가라 하는 것도 나쁘진 않네. 남편에게는 아내는 집사람(집에 있는 사람)이고 자식한테 어머니 본가는 바깥에 있는 거라는 뜻이니까. 외가라는 말은 잘 모르고 그냥 쓰긴 했지만 바꾸는 게 좋다고 보여짐.,1
아 맞닼ㅋㅋㅋㅋ 통수 조심해라ㅋㅋㅋㅋㅋ,1
하필 고른게 열라면이네 ㅋㅋㅋ,1
얘가 강경화임?,1
근데 법이 강화되야 나같은 진따들이 혜택받음.,1
무고로 밝혀져도 계속 그에대한 변명이 아닌 해명을 하면서 살아갈 사람들을 생각하면 무고죄는 엄히 다스려야합니다.,1
두 분 다 매력이 장난 아니네요. ㅎㅎ,1
저거 보니까 한의대랑 체대 과잠사건 생각나네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
엘리베이터 무섭다...안 탈 수도 없고,1
교회가 방역을 철저히하여 한국교회가 세상가운데 희망이 되기를 바랍니다.,1
저 시절에 이미 본질을 깨달으신 분이네,1
메시아가모냐,1
소통과 공감으로 한국교회가 하나되길 바라며  성탄절에는 교회가서 예배 드리길 기도합니다,1
눙력자 ㄷㄷㄷ,1
"쒸익쒸익,,",1
애기들을 어른들 눈에 맞추려고 하지마시고 어른들이 애기들 눈높이에 맞추는게 정상 아닌가요?,1
(진지) 진짜 그 뜻이였노;,1
팩트 커피믹스는 1976년 12월에 동서식품에서 최초로 개발하였으며 2천년대 초반에 절취선을 뜯기 쉽게 개량하여 판매량이 증가하였다,1
"그러면 man, woman / male, female 로 쓰는 영어는 세계적으로 답이 없는 성차별적 언어인가요?",1
내가 아이돌 이름 잘안외우는데 ㅋㅋㅋㅋ 올ㅋㅋㅋ 것보다 밑에 댓글 저정도면 분탕종자 아니냐 걍 ㅋㅋ,1
그건 아마 니 주위가 특이한거다ㅋㅋ,1
진짜냐? 조선족이 다녀서 조선대였음? 나는 무슨 선박같은거 건조하는 그런 해양 관련 학교인줄 알았음 ㄷㄷㄷ,1
사진찍어도 합법이냐? 시위자 찍는건 괜찮다매,1
앞섭에 아무것도 없는데 ㅋ부랄끼니도 올려쳐주는거다 이기 평면tv랑께,1
애무십육 아니야...bar 야... 좀 알고 적어라브라우닝 오토 라이플...게임에서도 반동 쎄서 마우스 내리면서 쏘는 총이다....총 20발짜리...라일구에서 잘생긴 놈이 쓴 총...,1
방송 중계하는 애는 샤오미 배터리 쓰네...,1
자동화하면 없애라,1
캐릭터보니 유부녀 같은데 만화이름뭐냐? 보아하니 미시물같은데 좀 알려주라,1
근데 이건 이이제이 아니냐,1
대구 자체는 인정.. 하지만 뭐 쫌만 옆으로 가면 만잖아.,1
"비숙련 취업 비추천한다. 한국에서 이민 준비한다는 사람들은 왜 다 어려운 길만 찾아가냐. 문과가 취업 안된다고? 오히려 대학원, 싱크탱크, 공무원, 학교 등은 취업비자 TO제한이 없다. 니가 진짜 의지만 있으면 학교가서 교수 똥꼬만 빨아도 합법적 비자 나온다.",1
바로 터지네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
남자끼리 페미니즘 동아리 만들고 간식 냠냠 해도 되겠노,1
허세를 부리는 남자가있어 허세를,1
기혼에 대한 여혐은 곧 비혼에 대한 여혐이노. 비혼 기혼 가르면 안되노 우리 인권은 분리되어 있는게 아니노. 여성에 대한 어떠한 범죄도 먹금되면 안되노,1
인증은 워추노 이기,1
개념녀의 최후,1
결말이 어캐 났나요?,1
한국에 인구 천만도 필요 없어. 나중에 로봇이 알아서 노농력 대체함.,1
울지마톤즈 이태석 신부님도 올려주라,1
미국이 부럽다,1
이건ㄹㅇ베스트감이놐ㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋ으따 ~~~~ㅋㅋㅋㅋㅋ눈떠보면 신안교도소,1
ㄹㅇ뭔가 묘하게 캥기고 답답한게 있었는데 도덕 다 버리고 봊대로 하니까 노무 시원하노,1
한국당 잘하고 있습니다! 좌파들 난리쳐도 어용언론이 제대로 보도도 하지 않고 있어도..우파는 한국당 믿고 지지합니다! 힘내세요!,1
애수의 아빠는 누구야??,1
존잘 ㄷㄷㄷ,1
저런거 못잡지 않나,1
"근데 기업입장에선 오조오억을 성차별단어로 지정하는게 불가능아니냐보이루야 없는단어인데 신조어지만오조,오억은 그냥 숫자 단위로 정식적으로 지칭하는 말인데 ㅋㅋㅋ",1
그래 알겠다..지금 울면서 리플달고있다,1
진짜 저러면 그저 빛,1
아 어제 운전하고 가다가 꿩 쳤는데 ㅋㅋㅋㅋ일베에 올릴생각 못한거보면 난 아마추어 일게이 인가보다,1
쉿!! 그곳을 욕하지마!!,1
"주 예수보다 더 귀한것은 없네이 세상 부귀와 바꿀 수 없네영 죽을 내 대신, 돌아가신 그 놀라운 사랑 잊지 못해세상 즐거움 다 버리고세상 자랑 다 버렸네주 예수보다 귀한것은 없네 예수 밖에는 없네",1
??? : PC충 코스프레로 오징어 하나 거른 썰 푼다.,1
잊혀진 22시간의 진실 밝혀주세요 7시간도아니고 22시간은 너무한거아닙니까~,1
말이 14억이지 미국 호주 캐나다 일본 한국 퍼진거합치면 추산 불가아니냐,1
가부장제 사회 디폴트가 여혐이다,1
ppap 크게 틀면 조용해짐,1
ㅋㅋㅋㅋ양꼬치 ㅋㅋㅋㅋㅋㅋ 꼬치는 역시 양꼬치쟤.,1
"개인적으로 노르웨이의 브레이빅 성님에 마음에 들더라 ㅋㅋㅋㅋㅋ공산주의자들한테 폭탄 테러 한게 가장 통쾌 ㅋㅋㅋㅋㅋ 좀 폭력적이긴 해도동양인 자체를 싫어하는 사람이 아니라 오히려 한국,일본을 빤다는 점에서 좀 흥미로움,",1
텐노 헤이카 반자이!,1
난 오줌싸고 꼬츄 휴지로 닦음,1
성전환 군인은 여군들이 받아주나?,1
I'm a gain,1
"어차피 그나물에그밥인 후보라치고 투표는해야한다.최선아닌차선,차악을 뽑으면된다.기권은 스스로 민주시민이길 포기한게으름이다.",1
전남 보성에 광주 이씨잖아몰랐냐지금 보성에 날리도 아닌데,1
행갓치는 워추다이기야,1
사일런트힐이네,1
엥간한 여자들은 씹압살하노 ㄷㄷㄷㄷㄷㄷ,1
진짜 차기 대통령감이다,1
사람많은곳에서 왜 팬티만 입고 돌아다닌담?,1
절대... 라는건 좀 어렵네요 소모품이라...,1
치욕을 받았노,1
극단적이라는거 일리가 있는듯 ㄹㅇ,1
카야 스코델라리오가 더 이쁘지 않냐,1
오 난 당연히 노르웨이인인것을,1
이상힌 도시???,1
어플 다운안하는것이 산업화야 굳이 다운받아서 돈 줄 일있냐? 차라리 평가를 깍던가,1
"애를 개취급하다니... 제정신이 아닌데, 그냥 개나 키우고 살지.애가 너무 불쌍하다.",1
조선인은 큰 소리치면 해결되는데 ㅋㅋㅋ 증거있냐고 고소해라고 배짱부리면 됨,1
"정말 급하면 대형 마트에 가도 되긴 하는데, 배송비를 내더라도 인터넷이 저렴합니다.",1
사탄? ㅋㅋㅋㅋㅋㅋㅋㅋ,1
어떤 간식을 쳐드시길라 600만원임,1
과메기 맛있지~~ ㅋㅋ 어차피 판매하는것들은 다 냉동 된거임 ㅋㅋㅋㅋㅋㅋ 다 작년꺼 파는거 ㅋㅋ,1
하........,1
이 정도면 청와대 청원감 아닌가요?,1
고소가 먼저다,1
348 난 워마드에 창작 게시판 만드는 건 반대한다 이기야 여기서는 토론하거나 정보교환하고 앞으로 어떤 전략을 세워야 할지만 얘기하는게 더 좋다고 보노,1
얼마에 빌릴수있음?,1
"하나님께서 선한 길로 인도하셔서, 꼭 교회가 한목소리를 내면서 사람들의 영적 갈급함을 채워주는 공동체가 되길 소망합니다.",1
ㅋㅋ 저것보다 문제생기면... 그게더큼 관리사무소가서 이 놀이터에서 사고났다책임져라,1
"20대 남성들은 군대 공부 취업 등으로 역차별 당하고 있다고 생각하고 있다. 50대는 살아보니 여성들이 차별속에 살아온것 이라 생각하는 것 뿐이고. 건전한 토론이 되려면, 20대 여성 50대 여성의 이야기가 있어야 하는데 왜 그들의 이야기는 실종되었는가?",1
자기소개하노 ㅉ,1
말을 들으면 3살이 아니지. 준비가 안 된 어머니가 안타깝다,1
로봉 요새머하냐,1
가방안에 도시락이냐?,1
"다만 ""피고인이 범행 일체를 시인하고 잘못을 반성하는 점",1
웃기다 ㅋㅋㅋㅋ,1
저는 무굔데 미션스쿨 출신이라 개신교 문화에 대해서는 알고 있습니다 성경이 소설이라고 한 부분에서 헉 했네요 개신교인 사람들 중 소설이라고 생각하는 사람이 있을까요?;;,1
쟤가 타던차종이 뭐엿내,1
제가 한번 먹어보겠습니다. 음.. 맛이 좋네요,1
와 멋잇다,1
넌. 농사야,1
집25평차 아반떼생계비 월 200다줘도....애들은 또한다,1
조선족아니고 뭐라고하노?,1
불의도시....,1
엠에지가 많이 쳐지긴 했지만 본인 글 하나 가져와 봅니다.,1
음.. 어.. 아 .. 예아,1
11. 카레부자 주윤발 못이김,1
"이렇게 확신에 찬 글은 아카이브를 떠놓는게 예의이지요 진짜라면 넘어갈테고, 무고라면 나중에 이미지 망가져서 힘들어할때 좋은 고소감이 되겠지요 결과 기다리는게 뭐가 그리 힘든겐지...",1
미국에서는 9살 연하가 또래군,1
걸캅스는 그래서 판타지 of 판타지.,1
추운 사람은 입으면 해결되지만 더운건 상탈할수도 없고 해결이 안되잖아,1
좋은 생각임!! 다른 나라에서 선동 참여 못하게 해야함!!!!,1
아버지도 처벌해야지,1
정상적인 남자여자는 상대 동의없는 불법촬영 하지도 않고 유포하지도 않는다 남녀할것없이 그냥 비정상적인 사람이 저지르는 일. 서로 미워할 것 없다,1
아니 이분 하루종일 드립 연구만 하시나 ;ㅁ;,1
극단주의 이슬람은 진정한 이슬람이 아니고 극단주의 크리스천도 크리스천이 아니고 극단적인 종교인들은 자기 종교를 이해하고 진정으로 믿는 자들이 아닙니다.,1
火기 찬 하루,1
그래도 지구는 평평하다,1
무쩌워 ㅠ,1
나 불렀노,1
기독교국가가기도하는건문화관습인데 ㄹㅇ.,1
저 애비도 일베를 했어야지,1
워마드폐지시키면 인정해줄게!,1
근데 진짜 무슬림은 술도 안먹고 생활하냐?거의 스님같다.,1
자연이 좋아서,1
붓다가 보면 어떤 생각을 하실까,1
늘 니글보면서 느끼는거지만 이란을굉장히좋아하는듯,1
게이클럽만 공개한다면 차별이다. 근데 게이클럽도 공개했다면 뭐가 문젠가? 이런 기사 그만쓰자~~,1
함 박아줘,1
의료협회가 잘하고 있는거지... 아직도 입국금지 안하고 교민들 유학생들 받는건 좀 어찌 해줌 안되나??,1
신의 존재를 믿는다면 올바르게 살려고 노력하는 것일뿐. 기독교가 아니어도 좋은곳에 갔겠지. 그리고 두번째는 사람의 목숨은 하늘에 달렸으니 필요해서 먼저 데려갔다기 보단 알수없다가 솔직한 표현일거다,1
준표형 마음 이해한다.,1
하나님께서 우리를 돌아봐주시기를....혼란의시기에 지혜의영을 부어주시기를...,1
저친구는지금뭐할까,1
메드포갈릭이다 이기야,1
드라마 구해죠 현실판인건가요??  아이들 ㅜ 불쌍하단말로도 다 표현이 안되네ㅜ 종교의 탈을쓰고 인간으로 할수없는짓을 하는자  천벌을 받을것이다!!!!,1
그냥 내딸을위해서 조용히기도할거같은데......문건은 왜 목사한테전달해서 기도해달래..........,1
구더기 특공대노?,1
형 그냥 등록취소해,1
게이야 아무래도 난 이걸로 돈버는건 못하겠노 .... 7만티켓까지 불렸따가 지금 달랑 만티켓이다 이기야 ...슬프노....한달에 50마넌만 벌어도 좋겠는데 ...,1
접속차단?ㅋㅋㅋㅋㅋㅋ그러면 웜년들 오프에서 더 활발히 활동할거노,1
크 역시 텍사스,1
꽉낀청바지 갈아입고 거리를 나섰네,1
상무 따라 가라 익2야2야2야,1
"Oh Sam hamington what are u doin?!!OMG!""",1
"나는 24번 여자애와 가장 비슷하다.초딩때 뿐만 아니로 중고딩, 대학, 군대, 사회...등등에서 내가 진짜 원하는대로 하지 않고 남 눈치보면서 살았던 것.이게 가장 후회됨.",1
김소연이 지들이랑 무슨 상관?,1
십자군 ㅋㅋㅋ,1
슬리퍼에 호남향우회 적혀있네,1
일베인증 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
북한에서 한국,1
터키 정교분리잖아.,1
이건 페미완 상관없는일 같은데 그냥 규정을 악용한 일부 공무원인듯 그 악용한 규정이 육아휴직일뿐 너무 여혐조장인듯 왜 있는규정써서 교묘하게 힘든일 빠져나가는게 페미니즘일까요 그냥 교활한짓이고 제도적 개선이 필요한 일일뿐이라고 느껴집니다,1
삐-빅 정상입니다,1
형님 안녕하세요 정말로 형님의 여동생분과 교제를 하고 싶습니다 꼭 연락주세요,1
먼일했었냐,1
힘내라게임파밍이랑 뭐 비슷한기다,1
"무슬람 교환 학생들도 많던데, 여자들은 하나같이 히잡 쓰고 다니고.",1
피아다..뭔 피하지방이냐,1
흠~~~모든건 지나 가는 법 멈춰 있지 않는다 제발 내년 은 평화 로운 일상 이 되길,1
용돈벌이 놓쳤노 ㅋㅋ,1
20대인데 헤시테그라고 읽어서 ㅈㅎ,1
사진 찍는건 폭행 아니냐?동영상 대놓고 찍지말라고 해도 찍는거가 제일 큰 폭력같은데동의없는 초상권 침해 촬영 아니노,1
왜? 공론화가 필수일까요?,1
혐오스러운 광고을 게재한 것도 처벌대상 아닌가요?,1
"나는 학교다닐때 빵셔틀이런게 진짜 있는지 의문이었다 우리학교도 양아치고등학교였는데 학교폭력,빵셔틀 이런거 당하는거 본적이없음",1
"진짜 바보같다ㅋㅋ 왜 욕먹는, 지들한테 안좋은짓을 저렇게 골라서 하는거임?ㅋㅋㅋㅋㅋ ㄹㅇ이해가안가네 사고회로가지들딴에는 정의감에 휩싸인거냐?ㅋㅋ",1
난 옛날부터 아빠다리라고 들으면서 컸는데 앞으로 단어 바꿀생각도없음,1
"잘 몰라 그러는데, 시아버지 시어머니 이게 높여부르는 의미인가요? 그게 아니고 그냥 호칭인 거 같은데요. 차라리 장인 장모가 높임 의미가 들어간 거 같은데...",1
제발 나 주라고 메일 남겼음 아니면 돈줄게 진짜 필요해서그래****@gmail.com 메일보내놧어,1
또 다른 차별과 갈등을 부추기는 나쁜 사람!!,1
제목 안바꾸세요?,1
와~높네 높아,1
이걸 젠더갈등이라고 봐야하나? 그저 증오범죄일뿐이다.,1
컨셉어그로보소 ㅋㅋㅋㅋ,1
탐폰은 하얗고 깨끗하기까지하니까 을매나 질투나겠노 ㅋㅋㅋㅋㅋ,1
전에는 서울부산 순으로 날씨 알려주다가 요즘은 서울 전라도 순이더라ㅋ,1
워념글 읽어보고 메모장이라도 켜서 니 생각 쓰는습관들여라이기 그러다보면 이해안가고 막히는 부분생기노 그럼 그부분에대해 고민하고 더 공부하면서 니 의견 확립해가면 된다이기 그게 워마드랑 백프로 일치할 수도 있고 아닐 수도 있는거노,1
나 나가면서 가까이서 봤노 국자대인 맞았다 이기야 맑은 날씨에 그늘 아래서 활짝 웃는 삭발머리 보니 기분이 봊나 좋더노,1
문화가 감염되버렸!,1
게이들아 난 남자인데 여자처럼 예쁘게생겨서 옛날부터 어른들이 여자같다고 예쁘다고 그러셨다 그런데 나도 모르게 점점 남자가 좋아진다 이거어떻게 해야하냐,1
성지글은 ㅇㅊ야,1
폭동제압!!!!!!!,1
말도안되네요 정말 ㅡㅡ,1
존잘 존예 ㄹㅇ;;,1
영상을 보고 판단해야겠다 어디서 보냐?,1
갑자기 쓰러지면 보험금개꿀 ㅅㅅ,1
광주는....,1
봊나 멋지노 또 한번 배우고 간다 이기야,1
야 이건 확실히 잘하는건데 빨아주자갓자스민!,1
넘 단조로운거같은데,1
부자만 애 낳으니까 점차 저렇게 되겠지,1
페르시아만 은 조용한 날이 없노,1
단국머 국민머까지는 알고는 있음,1
근데 니머리 만진거 말고는 피해준건없엇잖아,1
일장기 달고나가라,1
출산정책때매 그런건가,1
속시원하다,1
소신발언 지지합니다,1
아! 내가이때 만두국을 급식에서먹었지잘만먹었다,1
아이는 부모의 소유물이 아닙니다!!!! 아동학대 및 아동상범죄에 대한 강력한 처벌 필요합니다!!!!!!,1
야. 어디서 시켰냐?;;,1
링크에 특수문자 붙여라이기,1
녹음한거 주기적으로 백업잘해놓길 앙망하노. 놈딱 기대되노 ㅋㅋㅋ,1
그러게 교회는 왜 간겨.....,1
논리는 ㅇㅊ야,1
곰읍읍 ^느^,1
그거 어디서 구하냐,1
"솔직히 중국도 말이 하나된 중국이란 나라지.. 내몽골, 티베트, 위구르 등등 소수민족들이 얼마나 많은데 전부 한족들한테 억압받고 살아가고 있다. 자국내에서도 원성의 목소리가 나오는건 당연..",1
반갑습니다 저도 그 동네에서 오래 살았어요 76년생 입니다 간증에 감사함이 절로 나옵니다,1
정성꿘은 워추노,1
당연한거아님? 몸무게도 다른뎅,1
둘이 전쟁해서 인구 1/10로 줄면 좋겠당,1
아니 머리 말리기 귀찮아서 짧게 짤랐더니 여자좋아하냐거 물았던 부장 생각나네,1
나이 29살에 따로 다른 직업이 있는것도 아닌데 거의 7억이 있네 어디 유산이라도 물려받았나?,1
빠킹이 뭐임?,1
증거도있는데 고소하면 되는거 아님?,1
쌍화탕 비니루에 담아서 줘라,1
박보검잘생겻노...,1
만약 그녀가 남자를 원하면 혈기왕성한 젊은이가 되어 그녀를 품을 지니... ㅠㅠ,1
수시로 예배자제부탁드린다고 문자보내는데도 강행하는건 아닌거같네요. 집에서 예배충분히드릴수있는데 저 같이일하는 사람도 계속 교회가는데 찜찜 말을해도 듣지도않고 양지동이아닌 태평동교회라고 괜찮다고 했다는말에 충격받았어요. 다같이 조심해야할시기에 이건아닌거같아요ㅠㅠ,1
저거 돌땡이 테러당하면 어찌되는거?,1
멀로내리쳐서 피가 천장에 맺히노,1
저거 직접 봤었는데 ㅋㅋ저때까지만 해도 일베 재밌았음,1
반갑다.수성구게이,1
조금은 통쾌하게 느껴졌다 남이 안되는 꼴을 보고 좋아하는 인성...,1
수사 방해하는 자가 범인!,1
노르웨이 시민권 안주면 쫌...,1
추억의 담배하면 솔 88 이런거 말해야지나중에 용돈좀 받으면서 레종 사서피고 2010년 쯤에 보헴시가 모히또이런거 나왔을때 진짜 신세계였지 담배곽이 이렇게 예뻐도 되나하고,1
근데 애미추가 나설땐 이상하게도 자기 편들이 줄줄이 엮이는 경향이 있더라아님 말고..,1
찰지게 때리네 ㅋㅋㅋ,1
하물며 여자가 먼저 시비 걸다 남친이 안 받아주니까 저런거ㅋㅋ,1
모범을보일사람들아닌가,1
HQ 중국으로 옮기면 되겠다 ㅋ 중국 게임회사 좋네 ㅋ,1
그런데 남성용 새티 이미 있던데 쟨 찾아보지도 않고 뭘 부러워하는거노,1
내가 졌다!,1
추천요정 나한테 추천을 줘~~~~~````,1
신경숙은 표절 논란 쩔지 않았냐,1
동의합니다.,1
올 삼일절 대목에 반일장사 실패,1
우리나라도 일베가 표현의 자유의 수호자이긴 하죠.,1
조선일보 같은 방송국이구만?,1
게다리춤...이 원래 헤엄치는... 평영...,1
야만용사잼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
저분도 신변위협당하다 다리건너시는거아니냐,1
성희롱이니 뭐니하면서 AI한테마저 인권 부여하려 하더니 왜 AI가 표현의 자유 갖는 건 안되냐?ㅋㅋㅋ,1
동성애가 뭐가 나뽀? ㅇㅅㅇ,1
지금 바이든이 유리하네,1
이러니까 말을듣지요..이태원클럽도 이렇게 걸렸구나 우리 더 조심합시다 라는 말이나와야지 애도아니고 우리만 왜라는 말이나오다니...,1
저 아나운서 키라라 아스카 닮았노,1
현자가 되어서 책을 읽다니,1
뭐하는짓이냐진짜ㅠ 아이고 못살겟다,1
나 초등학교때 여자 인원이 더 많아서 여자가 앞번호 였는데,1
"그레서 외국인 출입국 금지하고 다문화 원천 차단한 국가 리스트가?나치 독일 , 북한 , 폴 포트 캄보디아 ????",1
총기를 들고일어난 하나의 폭동이야,1
접근방식이 독특하긴한데 읽어보니 그럴듯하다 ㅋㅋ 재밋게 잘 읽음,1
"맞선게 아니고 같이 논거죠 맞선건 오늘의 유머, 루리웹, 웃대 등등 기존에 있던 사이트죠",1
한국교회가 하나 되어 아름다운 섬김의 모습을 보여주시니 너무나 기쁘고 감사한 마음입니다. 한국교회 화이팅!!,1
자기턴을 정직하게 지켰네 그래도,1
뒤에 붙여진거 보니까 고등학교같은데 저런건 누가 붙여서 만드는거임,1
그리고 이글도 데스노트로 옮겨라이니,1
한국교회가 하나되길 간절히 소망합니다,1
코란잼ㅋㅋㅋㅋㅋ,1
머스타드 소스에 찍어 먹으면 노무딱 맛있겠노 ㅋ,1
남는 장사,1
기생충 모양이네. 속도도 못 내겠다 ㅋㅋ,1
아니저게뭐꼬오오오오오오오,1
———————인수인계 완료———————-더이상 댓글 달지마세요. 이미 처분 됐습니다.———————인수인계 완료———————-,1
ㅇㄱㄹㅇ 죽창으로 쑤셨을지도 모름,1
두 눈으로 본다고 생각하면서들어왔는데..,1
"가슴이 벅차오릅니다..한국교회의 연합기관이 반드시 하나 되어 원 리더십, 원 메시지를 내며 큰 우산을 펼칠 수 있도록 서로 살대가 되고, 지지목이 되고, 우재가 되어 힘을 모을 때라는 미래에대한 혜안을 갖고 길을 열어가고 있음에 감사합니다.",1
이건좀 오바같은데,1
최유정 닮았는데,1
위에거 실사용에 젛나여?,1
스타벅스 커피한잔 들고 다니면 된장녀 소리듣던 10년 전과 단어만 바뀌었네요,1
기관지 폐쇄증 의심,1
저짤 아줌매미가 내학자금이라 말했냐????만학임?,1
한국 교회가 다시 하나될 수 있다는 기대가 생기네요. 축하합니다♡,1
게이야 저게 뭐고..,1
저정도면 애기가 빡쳐서 젖 안빤다 하겠다,1
시발 나는 20발짜리 탄창만넣고쏴봤는데 준비된 사수부터 250메다 사로 봐!,1
"공공의대 게이트 - 공공의대 토지보상   공공의대 부지 절반 이상이 전 한명숙 총리, 현 한정애 보건복지위원장의 가문인 한씨가문 토지이다  참고로 청주한씨사문공파종중은 인터넷에서 확인 할 수 없는 단체이며, 인터넷 족보페이지에서도 존재하지않는 단체이다",1
페미이슈가 지속되지 않아 속상하신 모양인데 본진가서 타도해 보셔여!,1
노명우 교수님이 철장속에 갇혔네,1
입구컷 당한 서러움은 충분히 이해가 가지만 그건 주인 할머니의 판매 전략이자 선택일뿐 차별이니 어쩌니 말할 거리가 못됨. 꼭 거기 말고도 입구컷은 언제나 존재 해왔다.,1
